ID_cliente,Nombre_cliente,Edad,Género,Estado_civil,Ingreso_anual,Número_hijos,País,Fecha_registro,Frecuencia_compra,Calificación_satisfacción,Producto_frecuente,Email,Descuento_promedio,Activo,Código_postal,Comentarios_cliente,Días_desde_última_compra,Rango_crediticio,Comprará_de_nuevo
C1269,Aaron Chambers,76.0,M,Divorciado,168448.0,4.0,México,2023-03-07,4.7,9.5,Electrónica,caldwelllauren@brown.com,10.0,0.0,03172,Hospital take many television trade social.,1174.0,Alto,0
C1270,Kristina Shaffer,71.0,M,Divorciado,196626.0,0.0,Argentina,2024-05-02,4.7,8.1,Belleza,rachel97@boyd.com,10.0,0.0,53889,Ball too ready evidence wait week.,1692.0,Premium,1
C1271,Jeffery Bridges,49.0,M,Casado,155271.0,2.0,Argentina,2024-10-05,3.9,5.6,Belleza,dpaul@yahoo.com,20.0,1.0,21275,Win bag to cause enter fill.,1229.0,Alto,1
C1272,Amy Carter,49.0,M,nan,128533.0,1.0,México,2021-11-11,15.2,7.2,Electrónica,gregorykennedy@horton.info,20.0,,71696,Computer decide power argue leader.,178.0,Medio,1
C1273,Jason Holmes,41.0,nan,Viudo,192020.0,3.0,Argentina,2021-11-29,8.6,1.8,Electrónica,stanleyashley@jackson.com,21.0,1.0,31853,Military small mother region.,196.0,Bajo,0
C1274,Christy Thompson,58.0,F,Soltero,83781.0,,México,2024-03-13,3.0,5.4,Belleza,stephanie68@browning-knight.info,44.0,0.0,27190,Experience she war government probably not system.,734.0,Alto,0
C1275,Richard Bowen,69.0,M,Casado,76262.0,3.0,México,2022-02-22,14.0,4.9,Hogar,greenjames@nguyen.com,6.0,0.0,26994,Popular significant she subject go.,88.0,Premium,0
C1276,Amanda Estrada,66.0,M,Divorciado,56600.0,,Chile,2023-12-15,15.0,2.8,Belleza,laurawilliams@gmail.com,16.0,,59140,Player maintain yeah investment become back energy.,798.0,Bajo,1
C1277,Richard Newton,79.0,nan,Viudo,86898.0,4.0,Colombia,2023-04-05,8.7,9.5,Electrónica,shepherdjoshua@hotmail.com,1.0,1.0,17261,Hope own bill try.,1457.0,Alto,0
C1278,Denise Smith,66.0,nan,Viudo,159369.0,3.0,Colombia,2021-09-15,15.0,5.5,Deportes,gabrielguzman@hunt.org,11.0,1.0,23108,Technology example sing paper.,787.0,Premium,1
C1279,Travis Ward,75.0,Otro,Soltero,40448.0,1.0,Argentina,2023-10-13,1.5,6.5,Ropa,griffinsharon@mcdonald-jimenez.com,41.0,1.0,16520,Work include minute result for sit.,747.0,Alto,0
C1280,Lisa Rivera,69.0,M,Divorciado,36172.0,1.0,Argentina,2023-08-22,17.6,4.4,Deportes,shouston@hotmail.com,17.0,0.0,89906,Back southern detail visit just opportunity should.,1206.0,Bajo,0
C1281,Dennis Simpson,29.0,Otro,nan,183946.0,3.0,Chile,2021-07-21,10.6,4.8,Deportes,kirbycaitlin@zimmerman.info,10.0,1.0,80164,Apply enough usually.,208.0,Bajo,1
C1282,Marissa Stevens,79.0,nan,Viudo,17657.0,1.0,Chile,2024-04-08,2.2,5.1,Electrónica,spencerkaren@patterson.info,15.0,,77100,Feeling staff entire fire case tell join even.,492.0,Bajo,1
C1283,Stacy Ponce,56.0,nan,Soltero,166497.0,4.0,Chile,2022-01-30,16.9,0.7,Belleza,trevinoaustin@herrera-taylor.biz,48.0,0.0,27496,Kind them magazine coach camera morning.,1153.0,Medio,0
C1284,Jesse Cooper,19.0,F,nan,167757.0,0.0,México,2024-02-22,1.7,7.3,Hogar,regina82@baker-williams.com,50.0,0.0,38633,Fear trial practice.,664.0,Alto,0
C1285,Shari Rodriguez,20.0,M,Divorciado,122855.0,4.0,Chile,2022-09-06,17.6,6.5,Deportes,jeffreysweeney@hotmail.com,17.0,1.0,89467,South professor also act.,1036.0,Medio,0
C1286,Marie Parker,66.0,Otro,Viudo,165650.0,,Chile,2021-03-29,1.6,1.0,Belleza,alvarezkevin@mckinney.info,34.0,,78881,If choose beautiful sort.,1657.0,Bajo,1
C1287,Charles Vargas,54.0,nan,nan,169903.0,4.0,Argentina,2023-02-18,2.1,7.1,Hogar,heidi43@guzman-green.com,,0.0,42638,The plant three few very cost hour.,870.0,Premium,1
C1288,Denise Weaver DDS,66.0,nan,nan,17906.0,,Chile,2021-09-20,5.5,4.2,Deportes,williamsstephen@bryant.org,25.0,0.0,52814,Oil likely guess recognize leave pattern.,731.0,Alto,0
C1289,Cassandra Jones,73.0,Otro,nan,71413.0,1.0,México,2021-01-21,16.8,2.6,Hogar,robertsjennifer@flores-king.com,15.0,1.0,05110,Foot chair sit agency animal.,1129.0,Medio,0
C1290,Sarah Young,34.0,F,Viudo,64028.0,0.0,México,2021-01-23,19.8,9.4,Belleza,jsimmons@yahoo.com,5.0,1.0,48493,Make source strategy.,1398.0,Alto,1
C1291,Aaron Dixon,76.0,nan,Viudo,17287.0,1.0,Argentina,2022-07-26,8.4,6.7,Ropa,patriciarodriguez@gmail.com,43.0,,20936,News life within author raise name sell.,1605.0,Premium,0
C1292,Holly Crawford,66.0,M,Casado,43660.0,2.0,Chile,2024-12-07,9.2,9.0,Belleza,underwoodmichael@yahoo.com,42.0,1.0,03413,You PM possible doctor under ball establish.,1730.0,Medio,1
C1293,Eric Fuller,19.0,nan,Divorciado,70504.0,1.0,Chile,2024-02-07,18.1,3.9,Electrónica,moralesyvonne@cross-garcia.org,46.0,,87822,Around difficult kid.,697.0,Bajo,1
C1294,Wendy Castillo,19.0,M,Soltero,112979.0,,México,2023-05-14,7.6,9.0,Hogar,johndorsey@yahoo.com,46.0,0.0,34638,Message alone ok TV.,1122.0,Medio,1
C1295,Cheryl Williams,45.0,Otro,nan,44701.0,1.0,Chile,2023-12-21,13.9,4.1,Ropa,hamiltonjustin@hotmail.com,47.0,,42413,Organization wish board audience process charge our.,593.0,Alto,1
C1296,William Young,71.0,M,Casado,93300.0,1.0,Chile,2023-09-16,10.9,4.2,Hogar,shawkeith@young.biz,41.0,,80212,Crime scientist suggest best smile ten marriage.,1610.0,Alto,1
C1297,John Allen,40.0,Otro,Soltero,158746.0,0.0,Chile,2022-10-30,18.4,2.1,Hogar,loganjessica@hotmail.com,11.0,,82751,None player relationship later.,885.0,Alto,1
C1298,Joshua Powell,54.0,M,Casado,93560.0,1.0,Colombia,2024-02-03,15.2,4.5,Deportes,qestrada@hall.org,12.0,0.0,14678,Treatment minute girl some music.,851.0,Alto,0
C1299,Christina Brown,49.0,Otro,Viudo,164946.0,0.0,Argentina,2022-10-02,16.8,3.1,Electrónica,donaldroberts@alvarez-jones.biz,3.0,1.0,49338,Second whose black guy.,1215.0,Bajo,1
C1300,Casey Gomez,50.0,M,nan,53642.0,3.0,Colombia,2025-02-27,15.4,0.7,Hogar,peter16@williamson-hartman.org,38.0,0.0,14426,Special woman smile current wide collection.,324.0,Medio,1
C1301,Marvin Scott,18.0,F,Soltero,75160.0,2.0,Argentina,2024-11-12,6.9,1.3,Belleza,sking@hotmail.com,1.0,1.0,95747,Special size significant.,978.0,Bajo,0
C1302,Ashley Mason,36.0,M,Soltero,27602.0,0.0,México,2020-09-15,15.7,9.4,Belleza,darrenodonnell@gmail.com,25.0,,65830,Company do item.,1749.0,Bajo,1
C1303,Kelly Mckee,79.0,M,Soltero,113320.0,,Chile,2022-08-27,12.0,0.6,Deportes,jkennedy@yahoo.com,26.0,,02669,Head trial someone central truth.,955.0,Bajo,0
C1304,Angela Cruz,19.0,F,Soltero,98801.0,3.0,Argentina,2021-12-29,13.6,9.5,Electrónica,xmartin@hotmail.com,26.0,,32986,They whatever late road court.,1490.0,Alto,1
C1305,Ashley Richards,70.0,nan,Soltero,35931.0,0.0,Colombia,2023-08-12,14.8,0.2,Electrónica,heathercunningham@yahoo.com,14.0,,13086,Laugh me win near born toward gas.,893.0,Alto,0
C1306,Renee Williams,61.0,nan,Casado,104377.0,0.0,Chile,2022-03-31,8.1,2.5,Belleza,yrobinson@gmail.com,7.0,,64816,May three energy key news put stock.,1390.0,Alto,0
C1307,Julie Hernandez,43.0,M,nan,39192.0,2.0,México,2024-10-08,12.3,2.4,Ropa,horndeanna@mullen-smith.com,6.0,1.0,87461,Share or purpose attention energy training.,1341.0,Medio,1
C1308,Alexis Johnson,49.0,F,Viudo,56542.0,,Argentina,2024-09-24,16.8,3.3,Deportes,cole88@pugh-barrera.com,46.0,1.0,64248,Modern born station central picture.,143.0,Premium,1
C1309,Jennifer Brock,23.0,M,Viudo,137015.0,4.0,Argentina,2021-07-14,1.3,2.5,Deportes,lorileon@gmail.com,45.0,,58896,You right treat reality figure visit.,383.0,Alto,1
C1310,James Winters,49.0,Otro,Viudo,52520.0,4.0,Argentina,2022-03-10,15.8,9.2,Belleza,davidwright@white-santiago.net,39.0,0.0,49884,Project prevent close design effect question out.,215.0,Medio,1
C1311,Juan Guzman,72.0,Otro,Viudo,74772.0,0.0,Chile,2022-04-02,3.7,1.3,Belleza,jennifertrevino@yahoo.com,11.0,0.0,43228,Deep option teach bar Democrat.,1384.0,Alto,0
C1312,Rose Anderson,21.0,M,Casado,199834.0,1.0,Colombia,2021-09-18,15.8,6.8,Ropa,beckbenjamin@aguirre.com,12.0,,66275,Clearly share house bit example the.,323.0,Alto,0
C1313,Donald Romero,72.0,nan,Divorciado,60106.0,,Colombia,2021-11-18,1.9,9.9,Ropa,bryanpaul@short-hernandez.com,42.0,1.0,17132,Know window training forward.,1038.0,Bajo,0
C1314,Annette Blake,28.0,nan,nan,91121.0,3.0,Argentina,2022-09-16,0.8,4.4,Electrónica,margaretalexander@hotmail.com,16.0,0.0,72987,Local international collection life.,216.0,Bajo,1
C1315,Benjamin Smith,73.0,M,Soltero,35559.0,1.0,México,2020-05-07,3.2,2.0,Deportes,jeffrey77@webb.biz,16.0,0.0,28047,Rest bring job center job a brother interesting.,1515.0,Bajo,0
C1316,Christine Haas,76.0,M,Divorciado,115595.0,1.0,México,2023-06-29,16.9,3.1,Deportes,robert24@gmail.com,35.0,0.0,34134,Whose include key spring local.,950.0,Medio,1
C1317,Jody Gallagher,34.0,Otro,Viudo,43742.0,,Colombia,2021-02-11,12.4,3.0,Belleza,chris64@cox-stevens.com,20.0,,29630,Television magazine where affect.,1570.0,Premium,1
C1318,Sarah Hall,120.0,nan,Divorciado,79669.0,0.0,México,2024-11-30,2.6,8.8,Electrónica,jackwilliams@rios.com,7.0,0.0,58017,Partner old why big book.,182.0,Premium,0
C1319,Tiffany Taylor,55.0,M,nan,162826.0,0.0,Colombia,2020-10-11,17.1,7.5,Deportes,dmoody@hotmail.com,4.0,0.0,78509,About article worry hotel thank.,269.0,Medio,1
C1320,Amanda Byrd,41.0,Otro,Soltero,145044.0,0.0,Argentina,2023-01-22,8.6,8.5,Electrónica,smithann@gordon.biz,25.0,0.0,76990,Them why miss budget friend as three week.,944.0,Alto,0
C1321,Christine Thomas,22.0,nan,Soltero,80831.0,0.0,Colombia,2024-11-04,12.9,7.2,Electrónica,tylerwong@gmail.com,15.0,0.0,10796,Quickly interest grow.,1490.0,Medio,1
C1322,Stuart Rose,69.0,F,nan,122217.0,4.0,Colombia,2021-04-12,7.8,7.3,Belleza,philipdavis@cooper.com,35.0,1.0,84416,Voice change miss.,869.0,Alto,0
C1323,Joseph Garcia,51.0,Otro,nan,51873.0,0.0,Argentina,2023-10-26,12.8,9.6,Electrónica,danderson@yahoo.com,27.0,,71540,Majority open rock television growth.,1635.0,Medio,1
C1324,Megan King,23.0,nan,Viudo,116532.0,4.0,México,2024-12-30,5.4,7.3,Ropa,phillipnelson@arroyo.net,28.0,,92900,Together another song type.,1542.0,Medio,0
C1325,Lawrence Pearson,39.0,nan,Soltero,136267.0,4.0,Colombia,2024-07-21,0.4,8.5,Ropa,sharon52@hotmail.com,46.0,1.0,45474,Would present benefit add light.,1565.0,Medio,0
C1326,Andrew Cummings,28.0,Otro,Divorciado,150975.0,0.0,Colombia,2022-05-31,3.7,5.2,Hogar,kayla66@hernandez-jones.net,11.0,1.0,09196,Such western minute different car evening machine crime.,466.0,Premium,1
C1327,Brianna Hill,120.0,F,Casado,144092.0,2.0,Argentina,2022-04-02,0.9,1.0,Belleza,staceylarsen@yahoo.com,36.0,,22117,Close drive decade manage.,304.0,Bajo,1
C1328,Charles Brown,65.0,Otro,Casado,51755.0,3.0,México,2025-03-21,7.6,4.0,Hogar,gregorysanders@hotmail.com,29.0,0.0,04161,Girl size expert sit design fear method.,1167.0,Medio,0
C1329,Angela Clark,33.0,nan,nan,95956.0,1.0,Colombia,2020-07-31,9.4,0.6,Ropa,cassandraball@gmail.com,22.0,0.0,14726,Their believe water month dark become behind.,110.0,Premium,1
C1330,Victoria Howard MD,50.0,M,Viudo,96988.0,4.0,Argentina,2020-10-22,1.9,5.2,Hogar,nataliehill@forbes.biz,15.0,,35865,Under analysis sing nature young.,1013.0,Bajo,1
C1331,Jennifer Reed,26.0,M,Casado,55648.0,,Colombia,2021-07-01,11.5,7.2,Belleza,qreyes@scott-king.com,13.0,0.0,61192,Player behind anyone ago easy whether top break.,231.0,Bajo,1
C1332,John Mosley,77.0,Otro,Soltero,135991.0,,Chile,2022-09-22,8.7,9.3,Belleza,michael93@brennan.info,9.0,1.0,12790,Moment past turn particularly young.,1714.0,Medio,0
C1333,Heather Anderson,76.0,nan,nan,150588.0,3.0,Argentina,2023-11-01,14.7,9.9,Electrónica,tyleravila@wilkerson.com,6.0,0.0,91604,Turn much one miss nor speech.,1607.0,Alto,0
C1334,Michelle Williams,23.0,M,Divorciado,125005.0,,México,2022-11-05,6.8,8.9,Deportes,tthomas@hotmail.com,44.0,0.0,10586,Blood boy series under ever.,1745.0,Alto,1
C1335,Randy Miller,33.0,nan,nan,12396.0,2.0,México,2021-01-18,6.3,7.7,Electrónica,brittany95@hotmail.com,99.0,0.0,93184,Ground bill million news modern animal history.,1755.0,Alto,1
C1336,Marc Thomas,46.0,Otro,Divorciado,94082.0,,México,2024-09-19,6.3,7.2,Belleza,shenson@west-savage.info,36.0,,56876,Stock increase collection international.,1615.0,Medio,0
C1337,Jeffrey Hunter,20.0,M,nan,160201.0,1.0,México,2020-10-14,9.6,9.3,Ropa,laurenolson@morrow-moore.com,28.0,1.0,39005,Team floor suddenly ready.,1523.0,Alto,1
C1338,Carmen Gardner,37.0,nan,nan,138322.0,1.0,Colombia,2022-11-24,9.2,9.3,Ropa,taylorethan@gmail.com,2.0,0.0,72092,Partner happen after article begin look.,594.0,Premium,0
C1339,Thomas Mack,77.0,M,nan,142663.0,4.0,Colombia,2022-03-23,15.2,0.9,Electrónica,xhogan@thompson.biz,14.0,,08731,Season PM improve south attention enjoy.,1577.0,Premium,1
C1340,Pamela Kelly,76.0,Otro,Divorciado,21303.0,0.0,México,2024-08-07,8.7,0.6,Belleza,luis98@hotmail.com,35.0,0.0,96120,Participant some eat.,1296.0,Premium,1
C1341,Nancy Franco,53.0,nan,Divorciado,171633.0,2.0,México,2021-11-16,9.2,1.2,Ropa,mcleantaylor@yahoo.com,46.0,1.0,04597,Contain skill direction interesting wrong east.,1726.0,Premium,1
C1342,John Douglas,36.0,M,nan,81719.0,4.0,México,2023-10-26,16.3,2.1,Belleza,melissabrown@phillips-cunningham.info,45.0,0.0,14476,Set soon heart common pattern.,172.0,Bajo,0
C1343,Lawrence Graham,43.0,Otro,Casado,109616.0,2.0,Colombia,2021-11-23,6.5,8.7,Ropa,anthonyhodges@curtis.org,99.0,1.0,25015,Whom trip old family later close.,972.0,Premium,0
C1344,Sarah Dennis,20.0,M,Viudo,134165.0,0.0,México,2022-08-03,8.4,1.8,Belleza,vmiranda@gmail.com,18.0,0.0,36792,Part our indeed study argue.,1030.0,Alto,0
C1345,Douglas Campbell,120.0,M,Viudo,96231.0,,México,2023-02-12,9.5,9.4,Hogar,roberthines@yahoo.com,12.0,1.0,67158,One face act service.,1178.0,Medio,0
C1346,Mary Gomez,36.0,F,Viudo,17314.0,,Chile,2020-11-01,14.8,9.8,Belleza,brettgray@jones.com,41.0,0.0,07687,Teach floor will shoulder answer way.,1545.0,Alto,1
C1347,Gwendolyn James,37.0,F,Divorciado,29623.0,0.0,Chile,2023-06-08,18.6,8.5,Belleza,kwilkerson@mack.net,20.0,1.0,87467,Above newspaper might central local maybe.,545.0,Premium,1
C1348,Jon Ferguson,49.0,Otro,Divorciado,115228.0,4.0,México,2022-07-07,3.4,3.1,Electrónica,habbott@yahoo.com,36.0,0.0,52861,No few guy popular final least science.,547.0,Bajo,0
C1349,Amy Dunlap,24.0,F,Casado,174202.0,0.0,Argentina,2024-09-24,14.4,9.9,Hogar,michael15@hester-johnston.biz,26.0,0.0,96392,Network bed best city.,517.0,Premium,1
C1350,Donna Foster,69.0,Otro,Viudo,192828.0,3.0,México,2020-10-13,17.6,9.3,Deportes,john10@smith.com,99.0,,17804,Different present soldier course our often sing side.,913.0,Medio,1
C1351,Michael Garcia,58.0,F,Viudo,107624.0,1.0,Chile,2025-03-01,2.4,3.9,Electrónica,daniel24@yahoo.com,28.0,,89413,Now husband election evidence dog month necessary than.,214.0,Alto,0
C1352,Scott Davis,50.0,M,nan,167364.0,4.0,Argentina,2023-03-18,13.7,3.2,Deportes,dnelson@gmail.com,19.0,1.0,62502,Member white amount south appear job.,133.0,Medio,1
C1353,Paige Miles,57.0,Otro,Divorciado,121785.0,2.0,Argentina,2020-12-22,7.5,8.0,Ropa,andrew10@perry.com,24.0,0.0,90460,Since space prove short popular seem.,284.0,Medio,1
C1354,John Michael,,Otro,Viudo,96206.0,3.0,México,2020-12-17,13.5,3.4,Deportes,mporter@hotmail.com,5.0,1.0,13959,All behavior series information.,1149.0,Medio,0
C1355,Renee Smith DDS,56.0,M,Casado,79274.0,4.0,Chile,2025-01-17,10.9,5.3,Belleza,sean06@hernandez-welch.com,35.0,,28879,Lay prepare office gun I agreement.,1462.0,Alto,1
C1356,Nancy Fields,35.0,Otro,Casado,143541.0,0.0,Chile,2024-09-14,1.4,8.8,Deportes,robert09@hotmail.com,1.0,1.0,81719,Result ok least so significant official range.,685.0,Premium,1
C1357,Tamara Singh,57.0,Otro,Viudo,63947.0,0.0,Argentina,2023-06-26,15.8,2.4,Electrónica,david64@nichols.com,21.0,1.0,47056,Throw while move modern who her.,1175.0,Medio,1
C1358,Lisa Daniels,18.0,F,Divorciado,163606.0,0.0,México,2022-10-29,19.5,0.4,Electrónica,vwilliams@hotmail.com,31.0,,70116,Shoulder owner which lay.,330.0,Alto,0
C1359,Kelly Bailey,28.0,Otro,Casado,58874.0,0.0,Colombia,2023-05-06,8.4,10.0,Deportes,tgreen@hotmail.com,15.0,0.0,20697,Question white yeah nor.,1561.0,Bajo,0
C1360,Michael Rose,45.0,nan,nan,59708.0,2.0,Colombia,2021-07-06,16.2,9.3,Electrónica,donaldcontreras@haley.com,17.0,1.0,00951,Player model language charge.,1406.0,Alto,1
C1361,Yolanda Lam,74.0,M,Casado,84553.0,3.0,Chile,2021-03-27,16.5,9.4,Electrónica,wclarke@andrade-miles.info,4.0,,48354,Arm first edge onto since dream.,1138.0,Bajo,1
C1362,Douglas Estrada,42.0,F,Soltero,78344.0,,Colombia,2021-05-11,2.6,8.0,Deportes,mccoymackenzie@hotmail.com,35.0,0.0,29980,Act ago specific writer here.,893.0,Alto,1
C1363,Dylan Henry,67.0,F,Soltero,59138.0,1.0,Chile,2023-01-30,2.3,2.1,Hogar,johnchurch@gmail.com,29.0,,88617,Simple successful fill voice impact build.,1505.0,Premium,0
C1364,Anthony Jones,40.0,nan,Divorciado,195374.0,2.0,Chile,2024-04-17,9.9,4.4,Hogar,smithsamantha@yahoo.com,44.0,1.0,91056,Partner help build business race tonight.,1307.0,Medio,0
C1365,Denise Phillips,48.0,M,Viudo,57638.0,2.0,Chile,2024-02-01,10.1,0.5,Ropa,popetina@yahoo.com,18.0,0.0,17367,Indicate order forward reality player spend wait.,898.0,Premium,0
C1366,David Morgan,47.0,M,Divorciado,88249.0,,Colombia,2024-10-23,16.7,5.0,Electrónica,eugene02@green.com,22.0,0.0,90625,Kind nearly apply brother represent when.,1098.0,Alto,1
C1367,Sarah Castro,59.0,F,Divorciado,115865.0,,Chile,2024-06-30,0.4,1.8,Deportes,nchapman@yahoo.com,33.0,,00972,Environment affect tend its house teacher let.,1189.0,Medio,1
C1368,Andrew Cox,52.0,Otro,Divorciado,12719.0,1.0,Argentina,2024-02-17,9.9,3.1,Electrónica,kristenkelly@roberts.com,12.0,,60912,Music detail off the best order laugh.,1212.0,Bajo,1
C1369,Robin Duncan,24.0,F,Divorciado,163962.0,1.0,México,2022-05-27,5.5,7.6,Belleza,kayla49@porter-kelly.com,42.0,,41156,While newspaper floor meeting employee weight benefit.,77.0,Alto,1
C1370,Denise Johnston,77.0,M,nan,177581.0,,México,2021-06-16,12.6,6.5,Electrónica,achung@yahoo.com,28.0,0.0,41187,Fire energy institution body seem know.,946.0,Medio,1
C1371,Charles Cox,33.0,nan,nan,52534.0,0.0,Chile,2022-08-05,2.2,9.8,Electrónica,gilmorealexis@moore.biz,35.0,0.0,02224,Development responsibility behind once city challenge.,1625.0,Bajo,0
C1372,Kelly Simmons,43.0,F,Casado,102241.0,2.0,México,2020-11-24,1.7,9.3,Hogar,katrinamitchell@hotmail.com,21.0,1.0,99921,Five guess vote worker compare fall create.,687.0,Bajo,1
C1373,Sarah Lopez,65.0,M,Soltero,159859.0,4.0,Colombia,2024-01-01,17.1,2.5,Deportes,victorlin@yahoo.com,99.0,0.0,79495,Let author shoulder process Mrs.,20.0,Premium,1
C1374,Edward Cruz,74.0,F,Divorciado,136209.0,1.0,Colombia,2023-05-11,5.6,6.8,Electrónica,williamreed@patterson.com,99.0,1.0,94199,Century natural hospital suggest side risk adult group.,565.0,Alto,1
C1375,Jennifer Decker,69.0,Otro,Casado,189917.0,1.0,México,2021-02-15,4.3,1.2,Hogar,adamjohnson@burns.com,46.0,,87167,Continue major whether upon expert.,1207.0,Bajo,0
C1376,Michael Smith,77.0,F,Soltero,199004.0,,Colombia,2023-09-12,4.2,6.0,Ropa,ostevenson@williams.com,35.0,,44248,Recent go set movie likely music light.,1245.0,Medio,1
C1377,James Powers,66.0,F,Viudo,102124.0,3.0,México,2023-05-09,9.4,6.2,Hogar,donald39@hotmail.com,8.0,0.0,62174,Hit lot phone law choose.,826.0,Bajo,0
C1378,Robert Rios,19.0,M,nan,101659.0,4.0,México,2021-08-21,6.3,3.6,Hogar,rebecca85@church-fernandez.com,38.0,,53292,Magazine material hair get pull step in field.,1351.0,Bajo,0
C1379,William Ross,18.0,M,Soltero,174134.0,4.0,México,2022-01-12,0.4,5.7,Hogar,xmartinez@yahoo.com,50.0,,64754,Effort travel condition actually perhaps art.,178.0,Premium,0
C1380,Allison Chavez,65.0,M,Viudo,85713.0,1.0,Chile,2024-03-29,5.5,3.9,Electrónica,emilybrown@hotmail.com,18.0,0.0,09052,Which anyone law out hope beautiful success sister.,1811.0,Premium,0
C1381,Roy Nguyen,79.0,F,Soltero,85418.0,0.0,México,2024-03-21,16.4,8.0,Electrónica,dnguyen@yahoo.com,37.0,1.0,79920,Strategy hit save ever blue oil pick.,1135.0,Medio,0
C1382,Kimberly Roberts,29.0,Otro,nan,138232.0,3.0,Chile,2021-02-04,10.4,5.3,Ropa,bcoleman@yahoo.com,5.0,0.0,99384,Goal worry pick history out.,1759.0,Premium,1
C1383,Kayla Greene,22.0,nan,nan,175904.0,4.0,México,2021-05-18,13.4,2.1,Belleza,julie85@hotmail.com,99.0,1.0,73263,Information soldier choice according than management get.,1749.0,Bajo,1
C1384,Justin Hernandez,54.0,nan,Casado,173038.0,1.0,México,2020-07-17,12.3,9.1,Belleza,jonathan94@gmail.com,46.0,0.0,67511,Early quite society nearly especially sometimes senior.,1082.0,Bajo,0
C1385,Laura Whitehead,49.0,M,Divorciado,154059.0,4.0,México,2024-08-12,6.4,1.3,Belleza,carolharris@gmail.com,14.0,0.0,08878,War information rock like.,1350.0,Premium,0
C1386,Brett Burton,76.0,M,Soltero,178383.0,3.0,Colombia,2021-12-30,19.6,5.3,Ropa,jamesthomas@yahoo.com,19.0,,32305,Movie often bed human.,904.0,Bajo,0
C1387,Jonathon Martinez,72.0,F,Soltero,41575.0,3.0,Chile,2021-03-26,10.8,9.6,Belleza,jordan38@hotmail.com,8.0,0.0,07147,Into artist media avoid thing.,1644.0,Bajo,1
C1388,Daniel Ruiz,26.0,nan,Viudo,73852.0,2.0,Chile,2023-01-30,13.8,9.0,Belleza,anna49@brown.info,31.0,0.0,34516,Truth successful evidence nature minute others.,668.0,Medio,1
C1389,Robert Smith,58.0,M,nan,142079.0,,México,2022-04-29,2.4,3.4,Hogar,gary13@barber.net,3.0,1.0,96849,Fill less street sea network talk rise.,190.0,Premium,0
C1390,Ryan Jacobson,52.0,Otro,Soltero,86242.0,,México,2023-09-06,19.6,7.2,Electrónica,fgraham@shaw-bonilla.net,49.0,,48661,Rate you five local month.,1223.0,Bajo,1
C1391,Benjamin Abbott,36.0,Otro,nan,188589.0,1.0,Colombia,2023-01-13,1.8,4.6,Electrónica,dcrawford@allen-perkins.com,17.0,1.0,15718,Common keep letter east rich well himself.,1335.0,Premium,1
C1392,Barbara Baker,65.0,M,Soltero,39257.0,3.0,Colombia,2024-10-17,10.4,2.5,Hogar,coopertimothy@osborne.com,4.0,1.0,47974,Site performance study for.,707.0,Medio,0
C1393,Kenneth Wilkerson,33.0,M,Casado,183279.0,2.0,Colombia,2023-04-12,1.3,1.8,Hogar,halljared@ramos.biz,19.0,,50031,Attorney letter style member song Congress hope.,1058.0,Premium,0
C1394,Paul Anderson,20.0,nan,Divorciado,154353.0,2.0,Chile,2024-09-21,1.8,4.5,Hogar,kimberlymedina@hotmail.com,22.0,,02261,Attorney drop hot agree.,378.0,Bajo,1
C1395,Kelly Montgomery,37.0,nan,Soltero,71246.0,4.0,Chile,2023-07-12,18.6,0.3,Electrónica,michaelbarnes@gmail.com,10.0,,50378,Relate need share need method out grow between.,386.0,Premium,1
C1396,Danny Brown,41.0,F,nan,11435.0,4.0,Chile,2025-04-25,15.9,3.4,Belleza,kimberlymiller@burns-perry.com,36.0,0.0,89495,Road author a seven near suddenly his public.,1781.0,Bajo,1
C1397,Theresa Williams,71.0,nan,Casado,101357.0,2.0,México,2020-08-13,3.3,3.1,Hogar,bryanduncan@gmail.com,21.0,,74215,Point phone west other most.,236.0,Bajo,0
C1398,Joanna Li,73.0,Otro,Soltero,167732.0,4.0,Chile,2023-12-27,1.4,3.7,Ropa,davidbaker@hotmail.com,3.0,,05519,Thought hair reveal drug ball.,615.0,Bajo,0
C1399,Robert Green,50.0,Otro,Viudo,146156.0,3.0,Argentina,2021-12-28,2.6,5.9,Hogar,smithvictor@gmail.com,28.0,,21931,Begin game impact listen play that kid.,1542.0,Medio,0
C1400,Christopher Shaw,41.0,M,Divorciado,154579.0,0.0,Argentina,2024-07-10,13.7,6.8,Deportes,gonzalezjonathan@jordan.com,43.0,1.0,27398,Business air drug computer simply base.,282.0,Premium,1
C1401,Lindsey Davis,69.0,nan,Soltero,93807.0,3.0,Colombia,2024-09-22,18.9,2.3,Hogar,jenniferfrost@yahoo.com,33.0,1.0,42804,Once training meeting camera computer price.,0.0,Medio,1
C1402,Jenna Moreno,28.0,F,Casado,186611.0,2.0,Chile,2023-08-31,3.6,6.8,Electrónica,christopher72@hotmail.com,12.0,0.0,27727,By again mother weight son miss.,1754.0,Premium,0
C1403,Jason Tyler,66.0,Otro,Viudo,125953.0,2.0,Argentina,2022-04-25,1.9,0.5,Hogar,jamesowens@yahoo.com,41.0,1.0,63866,Site with commercial miss.,463.0,Medio,1
